12474,11/20/2018 10:13:15,,SELECT STATEMENT,,,,,,,,ALL_ROWS,,0,,0,195697,195697,100,14300,,,,,,,,92915898124,192801,,,,,8,
12474,11/20/2018 10:13:15,,COUNT,STOPKEY,,,,,,,,,1,0,1,1,,,,,,,,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""TPCDS100""]]></info><info type=""plan_hash_full"">662134577</info><info type=""plan_hash"">1611430286</info><info type=""plan_hash_2"">662134577</info><outline_data><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[NLJ_BATCHING(@""SEL$2"" ""WEB_SALES""@""SEL$2"")]]></hint><hint><![CDATA[USE_NL(@""SEL$2"" ""WEB_SALES""@""SEL$2"")]]></hint><hint><![CDATA[LEADING(@""SEL$2"" ""D1""@""SEL$2"" ""WEB_SALES""@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[FULL(@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[INDEX(@""SEL$2"" ""WEB_SALES""@""SEL$2"" (""WEB_SALES"".""WS_SOLD_DATE_SK""))]]></hint><hint><![CDATA[FULL(@""SEL$2"" ""D1""@""SEL$2"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$1"" ""from$_subquery$_001""@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$2"")]]></hint><hint><![CDATA[ALL_ROWS]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint></outline_data></other_xml>",,,,,,ROWNUM<=100,"from$_subquery$_001.""TOTAL_SUM""[NUMBER,22], ""from$_subquery$_001"".""I_CATEGORY""[CHARACTER,50], ""from$_subquery$_001"".""I_CLASS""[CHARACTER,50], ""from$_subquery$_001"".""LOCHIERARCHY""[NUMBER,22], ""from$_subquery$_001"".""RANK_WITHIN_PARENT""[NUMBER,22]",,SEL$1
12474,11/20/2018 10:13:15,,VIEW,,,TPCDS100,,from$_subquery$_001@SEL$1,1,,,,2,1,2,1,195697,701,100243,,,,,,,,92915898124,192801,,,,"from$_subquery$_001.""TOTAL_SUM""[NUMBER,22], ""from$_subquery$_001"".""I_CATEGORY""[CHARACTER,50], ""from$_subquery$_001"".""I_CLASS""[CHARACTER,50], ""from$_subquery$_001"".""LOCHIERARCHY""[NUMBER,22], ""from$_subquery$_001"".""RANK_WITHIN_PARENT""[NUMBER,22]",8,SEL$2
12474,11/20/2018 10:13:15,,SORT,ORDER BY STOPKEY,,,,,,,,,3,2,3,1,195697,701,93233,,,,,,,,92915898124,192801,,,ROWNUM<=100,"(#keys=3) GROUPING(""I_CATEGORY"")+GROUPING(""I_CLASS"")[22], CASE GROUPING(""I_CATEGORY"")+GROUPING(""I_CLASS"") WHEN 0 THEN ""I_CATEGORY"" END [50], RANK() OVER ( PARTITION BY GROUPING(""I_CATEGORY"")+GROUPING(""I_CLASS""),CASE GROUPING(""I_CLASS"") WHEN 0 THEN ""I_CATEGORY"" END  ORDER BY SUM(""WS_NET_PAID"") DESC )[22], SUM(""WS_NET_PAID"")[22], ""I_CATEGORY""[CHARACTER,50], ""I_CLASS""[CHARACTER,50]",8,SEL$2
12474,11/20/2018 10:13:15,,WINDOW,SORT,,,,,,,,,4,3,4,1,195697,701,93233,,,,,,,,92915898124,192801,,,,"(#keys=3) GROUPING(""I_CATEGORY"")+GROUPING(""I_CLASS"")[22], CASE GROUPING(""I_CLASS"") WHEN 0 THEN ""I_CATEGORY"" END [50], SUM(""WS_NET_PAID"")[22], ""I_CATEGORY""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], SYSDEF[4], RANK() OVER ( PARTITION BY GROUPING(""I_CATEGORY"")+GROUPING(""I_CLASS""),CASE GROUPING(""I_CLASS"") WHEN 0 THEN ""I_CATEGORY"" END  ORDER BY SUM(""WS_NET_PAID"") DESC )[22]",8,
12474,11/20/2018 10:13:15,,SORT,GROUP BY ROLLUP,,,,,,,,,5,4,5,1,195697,701,93233,,,,,,,,92915898124,192801,,,,"(#keys=2) ""I_CATEGORY""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], SUM(""WS_NET_PAID"")[22], SYSDEF[4]",8,
12474,11/20/2018 10:13:15,,HASH JOIN,,,,,,,,,,6,5,6,1,193203,24108790,3206469070,,,,,,,,12908013140,192801,24282000,"I_ITEM_SK=""WS_ITEM_SK""",,"(#keys=1) ""I_ITEM_SK""[NUMBER,22], ""WS_ITEM_SK""[NUMBER,22], ""I_CATEGORY""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], ""D1"".""D_DATE_SK""[NUMBER,22], ""D1"".""D_MONTH_SEQ""[NUMBER,22], ""WEB_SALES"".ROWID[ROWID,10], ""WS_SOLD_DATE_SK""[NUMBER,22], ""WS_NET_PAID""[NUMBER,22]",8,
12474,11/20/2018 10:13:15,,TABLE ACCESS,FULL,,TPCDS100,ITEM,ITEM@SEL$2,4,TABLE,ANALYZED,,7,6,7,1,4262,204000,21828000,,,,,,,,191416458,4256,,,,"I_ITEM_SK[NUMBER,22], ""I_CLASS""[CHARACTER,50], ""I_CATEGORY""[CHARACTER,50]",1,SEL$2
12474,11/20/2018 10:13:15,,NESTED LOOPS,,,,,,,,,,8,6,7,2,143935,24331914,632629764,,,,,,,,7343818707,143706,,,,"(#keys=0) ""D1"".""D_DATE_SK""[NUMBER,22], ""D1"".""D_MONTH_SEQ""[NUMBER,22], ""WEB_SALES"".ROWID[ROWID,10], ""WS_SOLD_DATE_SK""[NUMBER,22], ""WS_ITEM_SK""[NUMBER,22], ""WS_NET_PAID""[NUMBER,22]",6,
12474,11/20/2018 10:13:15,,NESTED LOOPS,,,,,,,,,,9,8,8,1,143935,28832080,632629764,,,,,,,,7343818707,143706,,,,"(#keys=0) ""D1"".""D_DATE_SK""[NUMBER,22], ""D1"".""D_MONTH_SEQ""[NUMBER,22], ""WEB_SALES"".ROWID[ROWID,10], ""WS_SOLD_DATE_SK""[NUMBER,22]",6,
12474,11/20/2018 10:13:15,,TABLE ACCESS,FULL,,TPCDS100,DATE_DIM,D1@SEL$2,3,TABLE,ANALYZED,,10,9,9,1,376,730,7300,,,,,,,,30642962,375,,,"D1.""D_MONTH_SEQ"">=1194 AND ""D1"".""D_MONTH_SEQ""<=1216","D1.""D_DATE_SK""[NUMBER,22], ""D1"".""D_MONTH_SEQ""[NUMBER,22]",1,SEL$2
12474,11/20/2018 10:13:15,,INDEX,RANGE SCAN,,TPCDS100,WS_SOLD_DATE_SK_INDEX,WEB_SALES@SEL$2,,INDEX,ANALYZED,1,11,9,9,2,94,39496,,,,,,,,,8569665,94,,"D1.""D_DATE_SK""=""WS_SOLD_DATE_SK""",,"WEB_SALES.ROWID[ROWID,10], ""WS_SOLD_DATE_SK""[NUMBER,22]",1,SEL$2
12474,11/20/2018 10:13:15,,TABLE ACCESS,BY INDEX ROWID,,TPCDS100,WEB_SALES,WEB_SALES@SEL$2,2,TABLE,ANALYZED,,12,8,8,2,4197,33310,532960,,,,,,,,66607501,4195,,,,"WEB_SALES.ROWID[ROWID,10], ""WS_ITEM_SK""[NUMBER,22], ""WS_NET_PAID""[NUMBER,22]",1,SEL$2
